CNS,COD_IDENTIFICACAO_UNICA,DAT_INSTALACAO,DSC_BAIRRO_SERVENTIA,DSC_CEP_SERVENTIA,DSC_COMPLEMENTO,DSC_DENOMINACAO_SERVENTIA,DSC_DISTRITO,DSC_EMAIL_SERVENTIA,DSC_END_SERVENTIA,DSC_SUB_DISTRITO,DS_CIDADE,FLG_STATUS,IND_TIPO_SITUACAO,IND_UF,NUM_CNPJ_SERVENTIA,NUM_FAX_SERVENTIA,SEQ_DADOS_SERVENTIA,atribuicoes,cidade,cidade_id,decisao_atual,estado,estado_id,estado_sigla,num_telefone_serventia,num_telefone_serventia_2,responsavel
11.516-2,115162,1908-01-11,BUTANTÃ,05501020,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 13 SUBDISTRITO DO BUTANTÃ,BUTANTÃ,cartoriodobutanta@uol.com.br,RUA PIRAJUSSARA 432,BUTANTÃ,SAO PAULO,1,0,SP,68971092000190,1138191188,9151,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138191188,1138174762,EVANDRO DA CUNHA
11.230-0,112300,1940-10-22,jardim paulista,01401001,,22º Tabelião de Notas da Capital,,22tabeliaodenotas@gmail.com,"avenida brigadeiro luiz antonio, 3745",,SAO PAULO,1,0,SP,14489251000196,1130566766,9164,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130566766,1130566768,ANA PAULA FRONTINI
11.123-7,111237,1937-08-14,Vila Olímpia,04548005,3º andar conj. 31,15° TABELIÃO DE NOTAS,CAPITAL,tabeliao@15notas.com.br,"Avenida Doutor Cardoso de Melo, 1855",,SAO PAULO,1,1,SP,45564911000180,1130585100,9177,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130585100,,JOÃO ROBERTO DE OLIVEIRA LIMA
12.273-9,122739,1935-02-11,PARI,03031040,,REGISTRO CIVIL DAS PESSOAS NATURAIS DO 25º SUBDISTRITO PARI - SP,SAO PAULO,saopaulo25@arpensp.org.br,"RUA HANNEMANN, Nº 148 - BX",PARI,SAO PAULO,1,0,SP,67971523000156,1132277828,9183,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132277828,1133134676,MOACIR MARIA DOS SANTOS
11.542-8,115428,1959-06-25,PONTE RASA,3801120,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E ANEXO DE TABELIONATO DE NOTAS DO DISTRITO DE ERMELINO MATARAZZO,ERMELINO MATARAZZO,e.matarazzo@cartorioermelino.com.br,"RUA BOAVENTURA RODRIGUES DA SILVA, 112",,SAO PAULO,1,0,SP,45575065000101,1129438577,9189,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1129438577,,MARIA BEATRIZ LIMA FURLAN
11.345-6,113456,1890-10-31,Jardim Paulista,14270000,,4o Tabelionato de Notas da Capital,Capital,4cartoriodenotas@uol.com.br,Rua Estados Unidos - nº 455,Capital,SAO PAULO,1,0,SP,45565702000150,1138876707,9206,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138849767,,OSVALDO CANHEO
11.529-5,115295,1939-01-13,ALTO DA MOOCA,03165002,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 33º SUBDISTRITO ALTO DA MOOCA,,rcpnamooca@uol.com.br,RUA DA MOOCA 3878,ALTO DA MOOCA,SAO PAULO,1,0,SP,67970475000181,1134670450,9213,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1125320948,1122684949,ILZETE VERDERAMO MARQUES
11.358-9,113589,1976-01-14,Centro,01013000,4 andar,5º Oficial de Registro de Títulos e Documentos e Civil de Pessoa Jurídica,,oficial@5rtdsp.com.br,"Rua XV de Novembro, 251",,SAO PAULO,1,0,SP,18404753000128,1131019815,9215,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131019815,,PAULA DA SILVA PEREIRA ZACCARON
12.204-4,122044,1896-01-08,Paraiso,4004070,,Oficial Reg Civ Pess Nat 9º subdis Vl Mariana,Vila Mariana,contato@cartoriovilamariana.com.br,"Praça Oswaldo Cruz, 39",Vila Mariana,SAO PAULO,1,0,SP,00151552000109,1130592211,9224,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130592211,,JOãO BAPTISTA MARTELLETTO
12.133-5,121335,2000-05-02,Vila das Belezas,5835001,,"Oficial do Registro Civil das Pessoas Naturais do Distrito do Jardim São Luís, município e Comarca de São Paulo - SP",Jardim São Luís,reg.civil.sl@netabc.com.br,"Estrada de Itapecerica, 305",,SAO PAULO,1,0,SP,03765569000136,,9271,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1155121928,1155139304,EVANICE CALLADO RODRIGUES DOS SANTOS
11.236-7,112367,1975-10-30,Tatuapé,03323040,,28. Tabelião de Notas da Capital,,28tabeliao@28tabeliao.com.br,"Rua Coelho Lisboa, 233",,SAO PAULO,1,0,SP,45594900000142,1120952828,9282,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1120952800,,SERGIO RICARDO WATANABE
11.375-3,113753,1992-07-30,CENTRO,1015010,5º ANDAR,8º OFICIAL DE REGISTRO DE TÍTULOS E DOCUMENTOS E CIVIL DE PESSOA JURÍDICA DA CAPITAL,SAO PAULO,8rtd@8rtd.com.br,"PRAÇA PADRE MANUEL DA NOBREGA, Nº 21",,SAO PAULO,1,0,SP,68311893000120,1131070112,9292,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131070111,,GERALDO JOSÉ FILIAGI CUNHA
11.234-2,112342,1964-05-24,Centro,01501000,,26 Tabelionato de Notas de São Paulo,,tabeliao@26notas.com.br,Praça João Mendes 42 - 1 andar,,SAO PAULO,1,0,SP,45588233000195,1131119744,9295,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131119700,,PAULO ROBERTO GAIGER FERREIRA
11.231-8,112318,1944-09-06,Santana,02036021,,23o Tabelião de Notas da Capital,,tabelia@23tabeliao.com.br,"Rua Duarte Azevedo, 311",,SAO PAULO,1,0,SP,45587763000119,1148374999,9334,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1148374999,,GISELLE DIAS RODRIGUES OLIVEIRA DE BARROS
12.272-1,122721,1925-02-03,Pinheiros,05413010,1º andar,Oficial de Registro Civil das Pessoas Naturais do 20º Subdistrito - Jardim América,Pinheiros,20jardimamerica@uol.com.br,"Rua Henrique Schaumann, 518",20º Subdistrito Jardim América,SAO PAULO,1,0,SP,62450986000159,1130819388,9336,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130819388,,LIANA VARZELLA MIMARY
11.324-1,113241,1950-05-19,Pinheiros,05426200,,39º Oficial de Registro Civil das Pessoas Naturais da Capital - subdistrito da vila madalena,,andreia@cartoriofarialima.com.br,"Avenida Brigadeiro Faria Lima, 382",39º Subdistrito - Vila Madalena,SAO PAULO,1,0,SP,00524724000134,1138167700,9354,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138167700,,ANDREIA RUZZANTE GAGLIARDI
12.432-1,124321,1919-12-30,Guaianases,8410020,predio térreo,"Serviço de Registro Civil e Tabelionato de Notas do Distrito de Guaianases, Comarca da Capital de São Paulo",Guaianases,cart.guaianases@uol.com.br,"Rua Evaldo Calabrez, 120",Ivana Maria Granelli,SAO PAULO,1,0,SP,45592771000153,1129616416,9357,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1125524177,1125521853,BENEDITO APARECIDO MORELLI
11.517-0,115170,1911-02-24,Lapa,5072050,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 14º SUBDISTRITO - LAPA,,contato@cartoriodalapa.com.br,"Praça Professor José Azevedo Antunes, 45 e 49",LAPA,SAO PAULO,1,0,SP,96293972000190,1136475603,9368,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1136475600,,JULIANA PATU REBELLO PINHO
11.536-0,115360,2000-06-05,SAPOPEMBA,3988010,,Oficial de Registro Civil das Pessoas Naturais do Distrito de Sapopemba,SAPOPEMBA,rcpnsapopemba@terra.com.br,"AV. SAPOPEMBA, Nº 7.899, 1º ANDAR",,SAO PAULO,1,0,SP,03752251000110,1127189711,9376,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1127189699,1127189711,ALFREDO DE OLIVEIRA SANTOS NETO
11.533-7,115337,1888-11-30,SANTA EFIGENIA,01040000,loja térrea,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 5º SUBDISTRITO SANTA EFIGÊNIA-SP,SÃO PAULO,rcivil05@terra.com.br,"AV. IPIRANGA, Nº 1092",SANTA EFIGÊNIA,SAO PAULO,1,0,SP,71580740000192,1132283071,9389,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1133131833,1132283071,RUTH DE ANDRADE MORAES
11.530-3,115303,1939-01-24,Cerqueira César,01307001,,Oficial de Registro Civil das Pessoas Naturais do 34º Subdistrito Cerqueira César,Capital,adm@cartoriocerqueiracesar.com.br,"Rua Frei Caneca, nº 371",Cerqueira César,SAO PAULO,1,0,SP,00389631000144,,9411,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131551433,,ADOLPHO JOSé BASTOS DA CUNHA
11.802-6,118026,1921-05-26,ITAQUERA,08210090,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIÃO DE NOTAS DO DISTRITO DE ITAQUERA,ITAQUERA,cartorioitaquera@terra.com.br,"RUA AMÉRICO SALVADOR NOVELLI, 389",,SAO PAULO,1,0,SP,45592797000100,1129449688,9412,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1129449688,1120792670,FRANCISCO MARCIO RIBAS
12.462-8,124628,1899-10-06,BELA VISTA,13150000,,SEXTO TABELIAO DE NOTAS DE SAO PAULO - SP,,sextotabeliao@sextotabeliao.com.br,"RUA SANTO AMARO, 482",,SAO PAULO,1,0,SP,45566460000110,1132484000,9417,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132484000,,JOSE MILTON TARALLO
12.335-6,123356,1968-09-01,VILA NOVA CACHOEIRINHA,02465500,,CARTÓRIO DA  CACHOEIRINHA,SAO PAULO,contato@48sp.com.br,AV. IMIRIM 4421,VILA NOVA CACHOEIRINHA,SAO PAULO,1,0,SP,61395604000179,1138596144,9441,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138596144,1138517142,LUCIA PALMA DE CARVALHO GASPAR
11.228-4,112284,1941-01-23,Itaim Bibi,04534013,,20º Tabelião de Notas da Capital,,andre@20cartorio.com.br,"Rua Joaquim Floriano, n. 889",,SAO PAULO,1,0,SP,45566502000112,1130781836,9513,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130781836,,ANDRé RIBEIRO JEREMIAS
12.278-8,122788,1967-07-15,Vila Monte Alegre,4304000,,"Registro Civil das Pessoas Naturais do 42º Subdistrito do Jabaquara, Comarca da Capital do Estado de São Paulo",,cartoriojabaquara@gmail.com,"Avenida Fagundes Filho, 276",JABAQUARA,SAO PAULO,1,0,SP,71732366000101,1122750330,9516,Registro Civil das Pessoas Naturais,São Paulo,3828,VAGO,São Paulo,20,SP,1122750330,,JOSE ANTONIO PINHEIRO FILHO
11.322-5,113225,1939-01-13,Aclimação,1529000,,37º Registro Civil das Pessoas Naturais Subdistrito Aclimação,,37sub@uol.com.br,"Rua Pires da Mota, 984",Aclimação,SAO PAULO,1,0,SP,00360812000148,1132099690,9536,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132099690,1133415395,MARLENE MARCHIORI
11.248-2,112482,1912-12-24,BARRA FUNDA,1153000,terreo,2º Oficial de Registro de Imóveis da Capital de São Paulo,BARRA FUNDA,2ri.sp@arisp.com.br,"RUA VITORINO CARMILO, 576",SANTA CECILIA  E PERDIZES,SAO PAULO,1,0,SP,46227989000171,1136604998,9584,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1136604993,,JERSÉ  RODRIGUES DA  SILVA
11.323-3,113233,1940-04-21,VILA MATILDE,3509040,,38º Oficial de Registro Ciivl Vila Matilde,,cartoriovilamatilde@superig.com.br,"RUA DOUTOR JOSÉ PAULO, 104/106",VILA MATILDE,SAO PAULO,1,0,SP,00886043000116,1126510856,9592,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1126519959,1126510856,AMILTON NAVARRO
12.459-4,124594,1931-08-10,Consolação,01304000,,Sétimo Oficial de Registro de Imóveis,,7ri.sp@terra.com.br,Rua Augusta n. 356,,SAO PAULO,1,0,SP,45585700000123,1131381410,9593,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131381415,,ADEMAR FIORANELLI
12.336-4,123364,1930-01-21,Casa Verde,2522000,,Registro Civil do 23º Subdistrito Casa Verde,Casa Verde,oficio23sp@uol.com.br,"Avenida Baruel, 294 e 302",Casa Verde,SAO PAULO,1,0,SP,64711203000179,1138579464,9596,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1139660062,,MARILEI SIRIANI SILVA
11.814-1,118141,1945-08-16,Jardim Paulo Afonso,04881005,,Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas do Distrito de Parelheiros,Parelheiros,cartoriolima@uol.com.br,"Avenida Sadamu Inoue, 1762",,SAO PAULO,1,0,SP,45576303000195,1159380963,9616,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1159380668,1159380334,ODELIO ANTONIO DE LIMA
11.507-1,115071,1875-10-30,BRÁS,03013000,,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS - 06º SUBDISTRITO  BRÁS, DA COMARCA DA CAPITAL  SP",,virgiliobf@uol.com.br,"RUA CASEMIRO DE ABREU, 89",BRÁS,SAO PAULO,1,0,SP,00000000000000,,9643,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1126930871,,VIRGILIO MAURICIO DE MATTOS BARROSO FILHO
12.212-7,122127,1965-08-24,CARANDIRU,20330000,,OFICIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 47º SUBDISTRTITO DA CAPITAL DE SÃO PAULO VILA GUILHERME,SAO PAULO,vilaguilherme47@gmail.com,AVENIDA GENERAL ATALIBA LEONEL 1498,VILA GUILHERME 47º SUBDISTRITO,SAO PAULO,1,0,SP,22857132000177,,9644,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1139956010,1139956011,ERICA BARBOSA E SILVA
11.348-0,113480,2011-10-25,CENTRO,01013001,,4º Oficial de Registro de Títulos e Documentos e Civil de Pessoa Jurídica da Capital,,contato@4rtd.com.br,"RUA XV DE NOVEMBRO Nº 251, 5º ANDAR",,SAO PAULO,1,0,SP,15141653000168,,9656,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1137774040,,ROBSON DE ALVARENGA
11.124-5,111245,1911-03-01,Bom Retiro,1123030,,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS - 15º SUBDISTRITO - BOM RETIRO, DA COMARCA DA CAPITAL  SP",São Paulo,cartoriobomretiro@terra.com.br,"Rua Amazonas, nº 57",Bom Retiro,SAO PAULO,1,0,SP,14488309000187,,9657,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132283744,1132283739,PRISCILA ALVES PATAH
12.279-6,122796,1965-07-27,Limão,2550000,,"Registro Civil das Pessoas Naturais do 44º Subdistrito-Limão, nesta Capital",Capital,44regcivil@uol.com.br,Av.Mandaqui nº 98,Limão,SAO PAULO,1,0,SP,59832238000126,1138567456,9723,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138585461,,CARLOS ALBERTO GALLEGO
11.447-0,114470,1740-01-01,Santa Cecília,1226010,,CARTORIO DO 1º TABELIÃO DE NOTAS - SP,,primeirocartorio@primeirocartorio.com.br,"Rua das Palmeiras, 353",,SAO PAULO,1,0,SP,45575032000153,1136676185,9733,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1136676185,,ALDO NEVES GODINHO FILHO
12.274-7,122747,1934-09-18,VILA PRUDENTE,03131010,,REGISTRO CIVIL DAS PESSOAS NATURAIS DO 26º SUBDISTRITO VILA PRUDENTE,,vilaprudente@registrocivil.com.br,RUA DO ORFANATO 340,VILA PRUDENTE,SAO PAULO,1,0,SP,67970459000199,1122713306,9755,Registro Civil das Pessoas Naturais,São Paulo,3828,VAGO,São Paulo,20,SP,1122713300,,RODRIGO DE CARVALHO GUEDES
11.513-9,115139,1899-09-26,BELENZINHO,03059023,,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 10º SUBDISTRITO - BELENZINHO, SÃO PAULO/CAPITAL",,CARTORIODOBELENZINHO@TERRA.COM.BR,"RUA FERNANDES VIEIRA, 265",BELENZINHO,SAO PAULO,1,0,SP,67144477000111,1122919486,9758,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1126959133,1123390462,JESSE ALVES DOS SANTOS
11.354-8,113548,1928-01-02,Liberdade,01317000,,4º Tabelião de Protesto de Letras e Títulos de São Paulo,,4tps@uol.com.br,"Av. Brigadeiro Luis Antonio, 319",,SAO PAULO,1,0,SP,59945840000170,1131066162,9760,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131867254,,THOMAZ CLOVIS MARCHETTI
11.754-9,117549,1835-11-05,SANTO AMARO,04701100,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS 29 SUBDISTRITO - SANTO AMARO,,adriana@cartoriodesantoamaro.com.br,"AVENIDA SANTO AMARO, 6635",SANTO AMARO,SAO PAULO,1,0,SP,11730961000178,1155453166,9763,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,VAGO,São Paulo,20,SP,1155453166,1155453188,ADRIANA ARANTES GONÇALVES
11.116-1,111161,1976-05-31,CENTRO,01501001,,10º TABELIÃO DE PROTESTO DE LETRAS E TÍTULOS DE SÃO PAULO-SP,,tabeliao@10tpsp.com.br,PRAÇA DR. JOÃO MENDES Nº 39,,SAO PAULO,1,0,SP,59950535000176,1132931020,9779,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132931010,1132931013,JOSÉ OTÁVIO DOS SANTOS PINTO
11.126-0,111260,1940-09-09,Cerqueira Cesar,01304001,,16° Tabelião de Notas de São Paulo,SÃO PAULO,16tabeliao@16tabeliao.com.br,"Rua Augusta, 1638",SÃO PAULO,SAO PAULO,1,0,SP,45572567000170,1135441601,9781,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1135441600,1135441607,FáBIO TADEU BISOGNIN
11.321-7,113217,1975-11-04,Moema,4077021,,30º TABELIÃO DE NOTAS,---,trigesimodenotas@uol.com.br,"Avenida Moema, 420",----,SAO PAULO,1,0,SP,45576691000104,1150511099,9783,Notas,São Paulo,3828,VAGO,São Paulo,20,SP,1150511099,,IZABEL CRISTINA DA SILVA
11.373-8,113738,1975-12-29,LIBERDADE,01510000,1. / 2. ANDARES,7º TABELIÃO DE PROTESTO DE LETRAS E TITULOS DE SÃO PAULO,,7prot@7protsp.com.br,"RUA DA GLÓRIA, 152",,SAO PAULO,1,0,SP,60048196000116,1131058273,9792,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131117070,1131117071,CARLOS ALBERTO NICOLAU
11.318-3,113183,1937-03-11,Centro,01015000,,3º Oficial de Registro de Titulos e Documentos e Civil de Pessoas Juridicas,,rlongo@3rtd.com.br,"Pça. Padre Manoel da Nobrega, n. 16",,SAO PAULO,1,0,SP,45572625000166,1131078830,9795,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131163070,,JOSé MARIA SIVIERO
11.506-3,115063,1939-02-10,Vila Maria,02113012,,Oficial de Registro Civil das Pessoas Naturais 36º subdistrito Vila Maria,,saopaulo36@arpensp.org.br,"Av. Guilherme Cotching, 1200",Vila Maria,SAO PAULO,1,0,SP,67970491000174,1129540477,9802,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1129674987,1129540477,SILVIA MARIA COSTA TYMONCZAK
11.911-5,119115,2000-06-09,CAPÃO REDONDO,05835004,,OFICIAL DE REGISTRO CIVIL DE PESSOAS NATURAIS DO DISTRITO DE CAPÃO REDONDO,CAPÃO REDONDO,atendimento@cartoriocapaoredondo.com.br,"ESTRADA DE ITAPECERICA, 3.732",,SAO PAULO,1,0,SP,03798611000115,1155118985,9824,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1155118601,,CLAUDINEI JOSE PIRES
11.216-9,112169,1891-06-17,Bela Vista,01317000,,1º Tabelião de Protesto de Letras e Títulos de São Paulo,,tabeliao@primeiroprotestosp.com.br,"Av. Brigadeiro Luiz Antônio, 371",,SAO PAULO,1,0,SP,59579284000165,1131136933,9840,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131136916,,JOSé CARLOS ALVES
11.368-8,113688,1975-11-27,Bela Vista,01316000,,6º Tabelião de Protesto de Letras e Títulos,,6protesto@6protsp.com.br,R Francisca Miquelina 325,,SAO PAULO,1,0,SP,60263985000170,1131051977,9863,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131045463,,JOSE MáRIO BIMBATO
11.819-0,118190,1892-02-20,São Miguel Paulista,08010120,,Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas do Distrito de São Miguel Paulista - São Paulo - SP,São Miguel Paulista,jbonizi@ig.com.br,Rua Américo Gomes da Costa 98,,SAO PAULO,1,0,SP,45585981000114,,9865,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,VAGO,São Paulo,20,SP,1129563227,,JOSÉ EDUARDO KIRSTEN BONIZI
11.117-9,111179,1939-10-07,VILA ANDRADE,5734150,,11º OFICIAL DE REGISTRO DE IMÓVEIS DE SÃO PAULO,,sac@11ri.com.br,RUA NELSON GAMA DE OLIVEIRA 235 e 365,,SAO PAULO,1,0,SP,45566486000168,1137790019,9887,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1137790000,,PLINIO ANTONIO CHAGAS
11.505-5,115055,1926-04-20,SAÚDE,04045002,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS 21. SUBDISTRITO -SAÚDE,,cartoriodasaude@terra.com.br,"AVENIDA JABAQUARA, 1535",21 SUBDISTRITO - SAÚDE,SAO PAULO,1,0,SP,67185546000135,1155850112,9898,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1155859822,,MARIA JOSEPHA DA CUNHA
11.131-0,111310,1919-07-22,IPIRANGA,04202000,,18º REGISTRO CIVIL IPIRANGA,,karine@cartorioipiranga.com.br,"RUA DOS SOROCABANOS, 249",IPIRANGA,SAO PAULO,1,0,SP,23038707000192,,9913,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1120634581,,KARINE MARIA FAMER ROCHA BOSELLI
11.379-5,113795,1976-05-06,Centro,15010,sobreloja,9º Tabelião de Protesto de Letras e Títulos da Comarca de São Paulo,SAO PAULO,nonoprotesto@Osite.com.br,Praça Dr. João Mendes 52 Sobre Loja,,SAO PAULO,1,0,SP,59945196000130,1132933400,9914,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132933400,,BENEDICTO SILVEIRA FILHO
11.338-1,113381,1918-11-22,Centro,1005010,,3º Tabelião de Protesto de Letras e Títulos,,3protest@uol.com.br,"Largo São Francisco, 34, 1º ao 3º andar",,SAO PAULO,1,0,SP,54198908000180,1131040482,9937,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131075033,,CLAUDIO MARçAL FREIRE
11.328-2,113282,1912-12-26,Bela Vista,01319040,,3º Registro de Imóveis de São Paulo,,gtakeda@3risp.com.br,"Rua Jacarei, 23",,SAO PAULO,1,0,SP,45565256000184,1132922189,9997,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132922180,,GEORGE TAKEDA
11.361-3,113613,1975-12-01,Liberdade,15100,,5º Tabelião de Protesto de Letras e Títulos,,5tab@terra.com.br,Rua da Glória nº 162/166,,SAO PAULO,1,0,SP,60048261000103,1131041990,9999,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132423143,,RUBEM GARCIA
11.535-2,115352,2000-06-05,SAO MATEUS,08375000,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO DISTRITO DE SAO MATEUS,SAO MATEUS,daniela@cartoriocivilsaomateussp.com.br,"AVENIDA RAGUEB CHOHFI,370",,SAO PAULO,1,0,SP,03797655000120,1120147373,10001,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1120147373,,DANIELA SILVA MROZ
11.145-0,111450,1865-07-27,Centro,01020000,,1º Oficial de Registro de Imóveis de São Paulo - SP,,flauzilino@gmail.com,"Rua Tabatinguera, 140 - Loja 1",Vila Mariana/Liberdade,SAO PAULO,1,0,SP,45565678000150,1131014455,10008,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131014455,,FLAUZILINO ARAúJO DOS SANTOS
11.909-9,119099,1888-11-30,Consolação,01228200,,OFICIAL DE REGISTRO CIVIL DAS P N -7º SUBDISTRITO,,cartconsolacao@uol.com.br,"AVENIDA ANGÉLICA, 2168",CONSOLAÇÃO,SAO PAULO,1,0,SP,00395787000138,1132565506,10017,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138814558,,ALDEGAR FIORI
12.224-2,122242,1976-05-20,Centro,01013001,,8º TABELIÃO DE PROTESTO DE LETRAS E TÍTULOS DA CAPITAL  SÃO PAULO,,contato@8tpsp.com.br,Rua 15 de Novembro nº 331,,SAO PAULO,1,0,SP,59943043000153,31061712,10019,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132928030,,JOSE ROBERTO  FERREIRA GOUVêA
11.308-4,113084,1899-09-06,Centro,1014000,,2º Tabelião de Protesto de Letras e Títulos,,2protestosp@uol.com.br,"Rua Boa Vista, 314 - 1º andar",,SAO PAULO,1,0,SP,59954578000120,1131050892,10025,Protesto de Títulos,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132937210,,ANTONIO AUGUSTO SMITH JUNQUEIRA
12.343-0,123430,1796-09-15,FREGUESIA DO Ó,2731060,,REGISTRO CIVIL E NOTAS 4º SUBDISTRITO NOSSA SENHORA DO Ó,SÃO PAULO,4cartorionso@4cartorionso.com.br,"AV. MIGUEL CONEJO, 969/979",NOSSA SENHORA DO Ó,SAO PAULO,1,1,SP,45576436000161,1139332100,10029,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1139332100,,RODRIGO DA COSTA DANTAS
